Conversion Rate,Bounce Rate
0.2731310861080674,0.230651936613825
0.2731310861080674,0.3910013338541704
0.2731310861080674,0.3979861064942929
0.2731310861080674,0.180457684705222
0.2731310861080674,0.2915408735093031
0.2731310861080674,0.4207400490026312
0.2731310861080674,0.0349781570158815
0.2731310861080674,0.2523427595625629
0.2731310861080674,0.120702770574107
0.2731310861080674,0.2127268859236291
0.2731310861080674,0.4857678223385693
0.2731310861080674,0.4538905515767142
0.2731310861080674,0.2635519765790136
0.2731310861080674,0.2633359443463259
0.2731310861080674,0.3205880939741078
0.2731310861080674,0.2966410058170743
0.2731310861080674,0.3376945510103158
0.2731310861080674,0.2493163814079028
0.2731310861080674,0.2566845470224227
0.2731310861080674,0.1729777360004424
0.2731310861080674,0.2516407259960402
0.2731310861080674,0.6443099889585625
0.2731310861080674,0.2873295684888015
0.2731310861080674,0.1835897156595087
0.2731310861080674,0.0931458395300509
0.2731310861080674,0.1188282623941044
0.2731310861080674,0.0560941217204222
0.2731310861080674,0.0132641641178454
0.2731310861080674,0.1580981551151219
-0.2891356296662832,0.1350331065052273
0.2731310861080674,0.1237309497639832
-1.7280868174870945,0.4444082062720181
0.2731310861080674,0.2509032190407618
0.2731310861080674,0.2134857990452205
-0.14907333133797773,0.0755362219785417
0.2731310861080674,0.6819301199136395
-1.3585850875949577,0.3684717274880268
0.2731310861080674,0.1483101754810614
0.2731310861080674,0.2303267171713325
0.2731310861080674,0.4804925449137873
0.029525907988287976,0.2664108739926462
0.2731310861080674,0.1254543622118361
0.2731310861080674,0.2932490957301747
0.2731310861080674,0.4608732858210607
0.2731310861080674,0.2885054510603321
0.2731310861080674,0.6132410977968061
-0.29806034030438516,0.4013297362846464
0.2731310861080674,0.1894808144101669
0.2731310861080674,0.189265462107479
0.2731310861080674,0.0305251444806434
-3.546293900309149,0.8449393803434533
0.2731310861080674,0.1892291636317873
0.2731310861080674,0.1605296507171907
0.2731310861080674,0.38612473548671
0.2731310861080674,0.3589295820700379
0.2731310861080674,0.04820166890094
0.2731310861080674,0.5263555174915215
0.2731310861080674,0.1592057388481888
0.2731310861080674,0.2228967038497635
0.2731310861080674,0.6463903300210974
0.2731310861080674,0.05417940231829
0.2731310861080674,0.2937539594143235
-1.1378640958518877,0.2682410176642265
-5.433337698460282,0.0831142767294545
0.2731310861080674,0.15809285358717
0.2731310861080674,0.2490188500275188
0.2731310861080674,0.2342165415543504
0.2731310861080674,0.2200510159535976
0.2731310861080674,0.1036292297839558
0.2731310861080674,0.496233396048682
0.2731310861080674,0.5398582919283599
0.2731310861080674,0.1151879431335723
0.2731310861080674,0.171382316277028
0.2731310861080674,0.1901883878897562
0.2731310861080674,0.3238853886802373
0.2731310861080674,0.2735038876920478
0.2731310861080674,0.5093217486631368
0.2731310861080674,0.1397961636790493
0.2731310861080674,0.4854521835042943
-2.8221142072938044,0.36961868677751
0.2731310861080674,0.1831266779641198
0.2731310861080674,0.4759607164569466
0.2731310861080674,0.3141586794354785
0.2731310861080674,0.1249713200345534
-1.7255318937290838,0.3970800939316899
0.2731310861080674,0.2322428524572279
0.2731310861080674,0.6457106694868895
0.2731310861080674,0.1471812206831701
0.2731310861080674,0.2898801421887009
0.2731310861080674,0.1671402525916281
0.2731310861080674,0.2354840228585739
0.2731310861080674,0.051086870800733
0.2731310861080674,0.1100238844017761
0.2731310861080674,0.0669185959955765
0.2731310861080674,0.3133613570187845
0.2731310861080674,0.2563381237756467
0.2731310861080674,0.3068085992120768
0.2731310861080674,0.2964079056711756
0.2731310861080674,0.3815736795386159
0.2731310861080674,0.068599468370799
0.2731310861080674,0.045909718802066
-1.6383708749641706,0.2831866242706098
0.2731310861080674,0.1311917349714964
0.2731310861080674,0.1727127120638288
0.2731310861080674,0.3998181506527994
0.2731310861080674,0.227532182911388
0.2731310861080674,0.3909923542014915
0.2731310861080674,0.5042881717594425
0.2731310861080674,0.2852315842956066
0.2731310861080674,0.5739087701953813
-1.1152272653155684,0.1617778916894449
0.2731310861080674,0.1351135552621585
0.2731310861080674,0.23675500359878
0.2731310861080674,0.164526487976559
0.2731310861080674,0.2530427949307719
0.2731310861080674,0.5457533592735235
0.2731310861080674,0.1036711961214268
0.2731310861080674,0.2566508003454342
0.2731310861080674,0.4494711140356089
0.2731310861080674,0.3171730094227865
0.2731310861080674,0.1876220487689337
0.2731310861080674,0.1941115524545964
0.2731310861080674,0.4438276047983579
0.2731310861080674,0.199953157956209
0.2731310861080674,0.2190782166390574
0.2731310861080674,0.2709528740375334
0.2731310861080674,0.3043091873047309
0.2731310861080674,0.0552136922775337
0.2731310861080674,0.2162418595800752
0.2731310861080674,0.0510522902438839
0.2731310861080674,0.1139363263473978
0.2731310861080674,0.2112439156594694
0.2731310861080674,0.3306023200701377
0.2731310861080674,0.2859935464951983
0.2731310861080674,0.0562264496988952
0.2731310861080674,0.4772944870437045
0.2731310861080674,0.1987990771428499
0.2731310861080674,0.3346154179043382
0.2731310861080674,0.1463059665156274
0.2731310861080674,0.3152610306849136
-0.7541468883870213,0.5123492200305838
0.2731310861080674,0.2780673788599246
0.2731310861080674,0.1575111953787996
0.2731310861080674,0.1425346737889799
0.2731310861080674,0.2284727323906531
0.2731310861080674,0.2769074232965213
0.2731310861080674,0.0857546234540837
0.2731310861080674,0.1765612628140704
0.2731310861080674,0.5280604060827006
0.2731310861080674,0.1945413159564688
0.2731310861080674,0.0313796656053493
0.2731310861080674,0.1394595720655908
0.2731310861080674,0.2462714108251806
0.2731310861080674,0.177797786867308
0.2731310861080674,0.3994584897869793
0.2731310861080674,0.394311397066615
0.2731310861080674,0.0217225983360254
0.2731310861080674,0.2549449489445414
0.2731310861080674,0.1152029675283075
0.2731310861080674,0.1040616618915663
0.2731310861080674,0.5935636271771894
0.2731310861080674,0.1560048092597932
0.2731310861080674,0.113945984927015
0.2731310861080674,0.322041647534774
0.2731310861080674,0.4808339098593076
0.2731310861080674,0.0944746737795822
0.2731310861080674,0.1234849792139043
0.2731310861080674,0.2942400230616854
0.2731310861080674,0.6315198751416798
0.2731310861080674,0.3035135654312956
-2.394980273086515,0.5656975822865379
0.2731310861080674,0.6420299221182524
0.2731310861080674,0.3283843144650636
0.2731310861080674,0.3767705822363964
0.2731310861080674,0.1845266137726085
0.2731310861080674,0.419572940660775
0.17235820001429814,0.1415866582536039
0.2731310861080674,0.1268491719144591
0.2731310861080674,0.4509169341674394
0.2731310861080674,0.1676802152975113
0.2731310861080674,0.3112703131543445
0.2731310861080674,0.3907657741344331
0.2731310861080674,0.1731158236047595
0.2731310861080674,0.0994940557542345
0.2731310861080674,0.0360059968361741
0.2731310861080674,0.1391470264482049
